id,split,expected,predicted,topic,question,retrieval_question,top1,top2,mean_top5,margin,lexical_overlap,top_chunk,top_pages,query_ms
c-g11,calibration,GROUNDED,,trigonometry,How do you differentiate a sine function?,How do you differentiate a sine function?,0.7165543437004089,0.6841598153114319,0.681384265422821,0.03239452838897705,1.0,"only functions of which the second differ- ential coefficient is equal (and of opposite sign to) the original function. Examples. With what we have so far learned we can now differentiate expres- sions of a more complex nature. (1)y= arc sin x. Ifyis the arc whose sine is x, then x= sin y. dx dy= cos y. Passing now from the inverse function to the original one, we get dy dx=1 dx dy=1 cosy. Now cos y=q 1−sin2y=√ 1−x2; hencedy dx=1√ 1−x2, a rather unexpected result. SINES AND COSINES 169 (2)y= cos3θ. This is the same thing as y= (cos θ)3. Let cos θ=v; then y=v3;dy dv= 3v2. dv dθ=−sinθ. dy dθ=dy dv×dv dθ=−3 cos2θsinθ. (3)y= sin( x+a). Letx+a=v; then y= sin v. dy dv= cos v;dv dx= 1 anddy dx= cos( x+a). (4)y= logϵsinθ. Let sin θ=v;y= logϵv. dy dv=1 v;dv dθ= cos θ; dy dθ=1 sinθ×cosθ= cot θ. (5)y= cot θ=cosθ sinθ. dy dθ=−sin2θ−cos2θ sin2θ =−(1 + cot2θ) =−cosec2θ. (6)y= tan 3 θ. Let 3 θ=v;y= tan v;dy dv= sec2v. dv dθ= 3;dy dθ= 3 sec23θ.",161-180,30.06
c-g12,calibration,GROUNDED,,higher derivatives,What is a second derivative?,What is a second derivative?,0.6779958009719849,0.6397838592529297,0.6424322724342346,0.038211941719055176,0.0,"ntoNfor which the current is greatest. CHAPTER XII. CURVATURE OF CURVES. Returning to the process of successive differentiation, it may be asked: Why does anybody want to differentiate twice over? We know that when the variable quantities are space and time, by differentiating twice over we get the acceleration of a moving body, and that in the geometrical interpretation, as applied to curves,dy dxmeans the slope of the curve. But what cand2y dx2mean in this case? Clearly it means the rate (per unit of length x) at which the slope is changing—in brief, it isa measure of the curvature of the slope . O XY Fig. 31. O XY Fig. 32. Suppose a slope constant, as in Fig. 31.",101-120,29.3
c-u01,calibration,UNSUPPORTED,,advanced calculus,How is the Lebesgue integral defined?,How is the Lebesgue integral defined?,0.6539015769958496,0.6138291358947754,0.6128047704696655,0.04007244110107422,0.6666666666666666,"not require any value of xbelow x1(that is OM), nor any value of x above x2(that is ON). When an integral is to be thus defined between two limits, we call the lower of the two values the inferior limit , and the upper value the superior limit . Any integral so limited we designate as adefinite integral , by way of distinguishing it from a general integral to which no limits are assigned. In the symbols which give instructions to integrate, the limits are marked by putting them at the top and bottom respectively of the sign of integration. Thus the instruction Zx=x2 x=x1y·dx will be read: find the integral of y·dxbetween the inferior limit x1and the superior limit x2. FINDING AREAS BY INTEGRATING 207 Sometimes the thing is written more simply Zx2 x1y·dx. Well, but how do you find an integral between limits, when you have got these instructions? Look again at Fig. 52 (p. 204). Suppose we could find the area under the larger piece of curve from AtoQ, that is from x= 0 to x=x2, naming the area AQNO . Then, suppose we could find the area under the smaller piece from AtoP, that is from x= 0 to x=x1, namely the area APMO . If then we were to subtract the smaller area from the larger, we should have left as a remainder the area PQNM , which is what we want. Here we have the clue as to what to do; the definite integral between the two limits is the difference between the integral worked out for the superior limit and the integral worked out for the lower limit. Let us then go ahead. First, find the general integral thus: Z y dx, and, as y=b+ax2is the equation to the curve (Fig. 52), Z (b+ax2)dx is the general integral which we must find. Doing the integration in question by the rule (p. 193), we get bx+a 3x3+C; and this will be the whole area from 0 up to any value of xthat we may assign. CALCULUS MADE EASY 208 Therefore, the larger area up to the superior limit x2will be bx2+a 3x3 2+C; and the smaller area up to the inferior limit x1will be bx1+a 3x3 1+C. Now, subtract the smaller from the larger, and we get for the area S the value, areaS=b(x2−x1) +a 3(x3 2−x3 1). This is the answer we wanted.",201-220,29.33
c-u02,calibration,UNSUPPORTED,,vector calculus,Explain Stokes theorem with an example.,Explain Stokes theorem with an example.,0.6372810006141663,0.6370379328727722,0.6227395534515381,0.00024306774139404297,0.25,"here begin to realize that integration is an art . As in all arts, so in this, facility can be acquired only by diligent and regular practice. He who would attain that facility must work out examples, and more examples, and yet more examples, such as are found abundantly in all the regular treatises on the Calculus. Our purpose here must be to afford the briefest introduction to serious work. Example 1. Find the solution of the differential equation ay+bdy dx= 0. Transposing we have bdy dx=−ay. FINDING SOLUTIONS 233 Now the mere inspection of this relation tells us that we have got to do with a case in whichdy dxis proportional to y. If we think of the curve which will represent yas a function of x, it will be such that its slope at any point will be proportional to the ordinate at that point, and will be a negative slope if yis positive. So obviously the curve will be a die-away curve (p. 153), and the solution will contain ϵ−xas a factor. But, without presuming on this bit of sagacity, let us go to work. As both yanddyoccur in the equation and on opposite sides, we can do nothing until we get both yanddyto one side, and dxto the other. To do this, we must split our usually inseparable companions dyanddxfrom one another. dy y=−a bdx. Having done the deed, we now can see that both sides have got into a shape that is integrable, because we recognizedy y, or1 ydy, as a differ- ential that we have met with (p. 143) when differentiating logarithms. So we may at once write down the instructions to integrate,Zdy y=Z −a bdx; and doing the two integrations, we have: logϵy=−a bx+ logϵC, where logϵCis the yet undetermined constant*of integration. Then, *We may write down any form of constant as the “constant of integration,” and the form logϵCis adopted here by preference, because the other terms in this line of equation are, or are treated as logarithms; and it saves complications afterward if the added constant be of the same kind . CALCULUS MADE EASY 234 delogarizing, we get: y=Cϵ−a bx, which is the solution required. Now, this solution looks quite unlike the original differential equation from which it was constructed: yet to an expert mathematician they both convey the same information as to the way in which ydepends on x.",241-260,30.45
c-u03,calibration,UNSUPPORTED,,vector calculus,How do I apply Green's theorem?,How do I apply Green's theorem?,0.6309247016906738,0.6221438050270081,0.6137063503265381,0.008780896663665771,0.2,"have fallen in any given time t. For instance, let tbe 60 minutes. Thent T= 60÷20 = 3, and we shall have to find the value of ϵ−3, and then multiply the original 72◦by this. The table shows that ϵ−3 is 0.0498. So that at the end of 60 minutes the excess of temperature will have fallen to 72◦×0.0498 = 3 .586◦. THE LAW OF ORGANIC GROWTH 157 x ϵxϵ−x1−ϵ−x 0.00 1.0000 1.0000 0.0000 0.10 1.1052 0.9048 0.0952 0.20 1.2214 0.8187 0.1813 0.50 1.6487 0.6065 0.3935 0.75 2.1170 0.4724 0.5276 0.90 2.4596 0.4066 0.5934 1.00 2.7183 0.3679 0.6321 1.10 3.0042 0.3329 0.6671 1.20 3.3201 0.3012 0.6988 1.25 3.4903 0.2865 0.7135 1.50 4.4817 0.2231 0.7769 1.75 5.755 0.1738 0.8262 2.00 7.389 0.1353 0.8647 2.50 12.182 0.0821 0.9179 3.00 20.086 0.0498 0.9502 3.50 33.115 0.0302 0.9698 4.00 54.598 0.0183 0.9817 4.50 90.017 0.0111 0.9889 5.00 148.41 0.0067 0.9933 5.50 244.69 0.0041 0.9959 6.00 403.43 0.00248 0.99752 7.50 1808.04 0.00055 0.99947 10.00 22026 .5 0.000045 0.999955 CALCULUS MADE EASY 158 Further Examples. (1) The strength of an electric current in a conductor at a time tsecs. after the application of the electromotive force producing it is given by the expression C=E Rn 1−ϵ−Rt Lo . The time constant isL R. IfE= 10, R= 1,L= 0.01; then when tis very large the term ϵ−Rt L becomes 1, and C=E R= 10; also L R=T= 0.01. Its value at any time may be written: C= 10−10ϵ−t 0.01, the time-constant being 0 .01. This means that it takes 0 .01 sec. for the variable term to fall by1 ϵ= 0.3678 of its initial value 10 ϵ−0 0.01= 10. To find the value of the current when t= 0.001 sec., say,t T= 0.1, ϵ−0.1= 0.9048 (from table). It follows that, after 0 .001 sec., the variable term is 0 .9048×10 = 9.048, and the actual current is 10 −9.048 = 0 .952. Similarly, at the end of 0 .1 sec., t T= 10; ϵ−10= 0.000045; the variable term is 10 ×0.000045 = 0 .00045, the current being 9 .9995. (2) The intensity Iof a beam of light which has passed through a thickness lcm. of some transparent medium is I=I0ϵ−Kl, where I0is the initial intensity of the beam and Kis a “constant of absorption.” THE LAW OF ORGANIC GROWTH 159 This constant is usually found by experiments. If it be found, for instance, that a beam of",161-180,30.26
c-u04,calibration,UNSUPPORTED,,transforms,What is a Fourier transform?,What is a Fourier transform?,0.6115467548370361,0.611237645149231,0.6035956144332886,0.0003091096878051758,0.0,"only functions of which the second differ- ential coefficient is equal (and of opposite sign to) the original function. Examples. With what we have so far learned we can now differentiate expres- sions of a more complex nature. (1)y= arc sin x. Ifyis the arc whose sine is x, then x= sin y. dx dy= cos y. Passing now from the inverse function to the original one, we get dy dx=1 dx dy=1 cosy. Now cos y=q 1−sin2y=√ 1−x2; hencedy dx=1√ 1−x2, a rather unexpected result. SINES AND COSINES 169 (2)y= cos3θ. This is the same thing as y= (cos θ)3. Let cos θ=v; then y=v3;dy dv= 3v2. dv dθ=−sinθ. dy dθ=dy dv×dv dθ=−3 cos2θsinθ. (3)y= sin( x+a). Letx+a=v; then y= sin v. dy dv= cos v;dv dx= 1 anddy dx= cos( x+a). (4)y= logϵsinθ. Let sin θ=v;y= logϵv. dy dv=1 v;dv dθ= cos θ; dy dθ=1 sinθ×cosθ= cot θ. (5)y= cot θ=cosθ sinθ. dy dθ=−sin2θ−cos2θ sin2θ =−(1 + cot2θ) =−cosec2θ. (6)y= tan 3 θ. Let 3 θ=v;y= tan v;dy dv= sec2v. dv dθ= 3;dy dθ= 3 sec23θ.",161-180,31.07
c-u05,calibration,UNSUPPORTED,,biology,Explain photosynthesis.,Explain photosynthesis.,0.6226702928543091,0.6084949970245361,0.5978339314460754,0.01417529582977295,0.0,"5. (8) Divide a number Ninto two parts in such a way that three times the square of one part plus twice the square of the other part shall be a minimum. (9) The efficiency uof an electric generator at different values of output xis expressed by the general equation: u=x a+bx+cx2; where ais a constant depending chiefly on the energy losses in the iron andca constant depending chiefly on the resistance of the copper parts. Find an expression for that value of the output at which the efficiency will be a maximum. (10) Suppose it to be known that consumption of coal by a certain steamer may be represented by the formula y= 0.3+0.001v3; where yis the number of tons of coal burned per hour and vis the speed expressed in nautical miles per hour. The cost of wages, interest on capital, and depreciation of that ship are together equal, per hour, to the cost of CURVATURE OF CURVES 117 1 ton of coal. What speed will make the total cost of a voyage of 1000 nautical miles a minimum? And, if coal costs 10 shillings per ton, what will that minimum cost of the voyage amount to? (11) Find the maxima and minima of y=±x 6p x(10−x). (12) Find the maxima and minima of y= 4x3−x2−2x+ 1. CHAPTER XIII. OTHER USEFUL DODGES. Partial Fractions. Wehave seen that when we differentiate a fraction we have to perform a rather complicated operation; and, if the fraction is not itself a simple one, the result is bound to be a complicated expression. If we could split the fraction into two or more simpler fractions such that their sum is equivalent to the original fraction, we could then proceed by differentiating each of these simpler expressions. And the result of differentiating would be the sum of two (or more) differentials, each one of which is relatively simple; while the final expression, though of course it will be the same as that which could be obtained without resorting to this dodge, is thus obtained with much less effort and appears in a simplified form. Let us see how to reach this result. Try first the job of adding two fractions together to form a resultant fraction. Take, for example, the two fractions1 x+ 1and2 x−1. Every schoolboy can add these together and find their sum to be3x+ 1 x2−1. And in the same",121-140,32.04
c-u06,calibration,UNSUPPORTED,,astronomy,What causes a solar eclipse?,What causes a solar eclipse?,0.5879279971122742,0.5758525133132935,0.5741268396377563,0.012075483798980713,0.0,"NEXT STAGE. WHAT TO DO WITH CONSTANTS. Inour equations we have regarded xas growing, and as a result of x being made to grow yalso changed its value and grew. We usually think of xas a quantity that we can vary; and, regarding the variation ofxas a sort of cause , we consider the resulting variation of yas an effect . In other words, we regard the value of yas depending on that ofx. Both xandyare variables, but xis the one that we operate upon, andyis the “dependent variable.” In all the preceding chapter we have been trying to find out rules for the proportion which the dependent variation in ybears to the variation independently made in x. Our next step is to find out what effect on the process of differenti- ating is caused by the presence of constants , that is, of numbers which don’t change when xorychange their values. Added Constants. Let us begin with some simple case of an added constant, thus: Let y=x3+ 5. Just as before, let us suppose xto grow to x+dxandyto grow to y+dy. CALCULUS MADE EASY 26 Then: y+dy= (x+dx)3+ 5 =x3+ 3x2dx+ 3x(dx)2+ (dx)3+ 5. Neglecting the small quantities of higher orders, this becomes y+dy=x3+ 3x2·dx+ 5. Subtract the original y=x3+ 5, and we have left: dy= 3x2dx. dy dx= 3x2. So the 5 has quite disappeared. It added nothing to the growth ofx, and does not enter into the differential coefficient. If we had put 7, or 700, or any other number, instead of 5, it would have disappeared. So if we take the letter a, orb, orcto represent any constant, it will simply disappear when we differentiate. If the additional constant had been of negative value, such as −5 or−b, it would equally have disappeared. Multiplied Constants. Take as a simple experiment this case: Lety= 7x2. Then on proceeding as before we get: y+dy= 7(x+dx)2 = 7{x2+ 2x·dx+ (dx)2} = 7x2+ 14x·dx+ 7(dx)2. WHAT TO DO WITH CONSTANTS 27 Then, subtracting the original y= 7x2, and neglecting the last term, we have dy= 14x·dx. dy dx= 14x. Let us illustrate this example by working out the graphs of the equations y= 7x2anddy dx= 14x, by assigning to xa set of successive values, 0, 1, 2, 3, etc., and finding the corresponding values of yand ofdy dx. These values we tabulate as follows: x 0 1 2 3 4",21-40,30.26
c-u07,calibration,UNSUPPORTED,,literature,Who wrote Things Fall Apart?,Who wrote Things Fall Apart?,0.6328034400939941,0.6181169748306274,0.6060881614685059,0.0146864652633667,0.0,"as a,b, orc; while those which we consider as capable of growing, or (as mathematicians say) of “varying,” we de- note by letters from the end of the alphabet, such as x,y,z,u,v,w, or sometimes t. Moreover, we are usually dealing with more than one variable at once, and thinking of the way in which one variable depends on the other: for instance, we think of the way in which the height reached by a projectile depends on the time of attaining that height. Or we are asked to consider a rectangle of given area, and to enquire how any increase in the length of it will compel a corresponding decrease in the breadth of it. Or we think of the way in which any variation in the slope of a ladder will cause the height that it reaches, to vary. Suppose we have got two such variables that depend one on the other. An alteration in one will bring about an alteration in the other, because of this dependence. Let us call one of the variables x, and the",1-20,29.29
c-u08,calibration,UNSUPPORTED,,geography,What is the capital of Japan?,What is the capital of Japan?,0.5609024167060852,0.5555485486984253,0.5538986325263977,0.005353868007659912,0.0,"as a,b, orc; while those which we consider as capable of growing, or (as mathematicians say) of “varying,” we de- note by letters from the end of the alphabet, such as x,y,z,u,v,w, or sometimes t. Moreover, we are usually dealing with more than one variable at once, and thinking of the way in which one variable depends on the other: for instance, we think of the way in which the height reached by a projectile depends on the time of attaining that height. Or we are asked to consider a rectangle of given area, and to enquire how any increase in the length of it will compel a corresponding decrease in the breadth of it. Or we think of the way in which any variation in the slope of a ladder will cause the height that it reaches, to vary. Suppose we have got two such variables that depend one on the other. An alteration in one will bring about an alteration in the other, because of this dependence. Let us call one of the variables x, and the",1-20,29.64
t-g01,test,GROUNDED,UNRESOLVED,infinitesimals,Why may tiny quantities of higher order be ignored?,Why may tiny quantities of higher order be ignored?,0.6474637985229492,0.5942091941833496,0.6021620035171509,0.05325460433959961,0.7142857142857143,"bol, you will henceforth know that it is put there merely to give you instructions that you are now to perform the operation (if you can) of totalling up all the little bits that are indicated by the symbols that follow. That’s all. CHAPTER II. ON DIFFERENT DEGREES OF SMALLNESS. Weshall find that in our processes of calculation we have to deal with small quantities of various degrees of smallness. We shall have also to learn under what circumstances we may con- sider small quantities to be so minute that we may omit them from consideration. Everything depends upon relative minuteness. Before we fix any rules let us think of some familiar cases. There are 60 minutes in the hour, 24 hours in the day, 7 days in the week. There are therefore 1440 minutes in the day and 10080 minutes in the week. Obviously 1 minute is a very small quantity of time compared with a whole week. Indeed, our forefathers considered it small as com- pared with an hour, and called it “one min` ute,” meaning a minute fraction—namely one sixtieth—of an hour. When they came to re- quire still smaller subdivisions of time, they divided each minute into 60 still smaller parts, which, in Queen Elizabeth’s days, they called “second min` utes” ( i.e.small quantities of the second order of minute- ness). Nowadays we call these small quantities of the second order of smallness “seconds.” But few people know whythey are so called. Now if one minute is so small as compared with a whole day, how CALCULUS MADE EASY 4 much smaller by comparison is one second! Again, think of a farthing as compared with a sovereign: it is barely worth more than1 1000part. A farthing more or less is of precious little importance compared with a sovereign: it may certainly be regarded as asmall quantity. But compare a farthing with £1000: relatively to this greater sum, the farthing is of no more importance than1 1000of a farthing would be to a sovereign. Even a golden sovereign is relatively a negligible quantity in the wealth of a millionaire. Now if we fix upon any numerical fraction as constituting the pro- portion which for any purpose we call relatively small, we can easily state other fractions of a higher degree of smallness. Thus if, for the purpose of time,1 60be called a small fraction, then1 60of1 60(being",1-20,30.26
t-g02,test,GROUNDED,UNRESOLVED,rates,How can calculus describe how fast a quantity changes?,How can calculus describe how fast a quantity changes?,0.6599060893058777,0.6564816832542419,0.6483612060546875,0.003424406051635742,0.4,"a similar THE LAW OF ORGANIC GROWTH 155 way. In fact ϵ−atserves as a die-away factor for all those phenomena in which the rate of decrease is proportional to the magnitude of that which is decreasing; or where, in our usual symbols,dy dtis proportional at every moment to the value that yhas at that moment. For we have only to inspect the curve, Fig. 42 above, to see that, at every part of it, the slopedy dxis proportional to the height y; the curve becoming flatter asygrows smaller. In symbols, thus y=bϵ−ax or logϵy= logϵb−axlogϵϵ= logϵb−ax, and, differentiating,1 ydy dx=−a; hencedy dx=bϵ−ax×(−a) =−ay; or, in words, the slope of the curve is downward, and proportional to y and to the constant a. We should have got the same result if we had taken the equation in the form y=bpx; for thendy dx=bpx×logϵp. But logϵp=−a; giving usdy dx=y×(−a) =−ay, as before. CALCULUS MADE EASY 156 The Time-constant. In the expression for the “die-away factor” ϵ−at, the quantity ais the reciprocal of another quantity known as “ the time- constant ,” which we may denote by the symbol T. Then the die-away factor will be written ϵ−t T; and it will be seen, by making t=Tthat the meaning of T or of1 a is that this is the length of time which it takes for the original quantity (called θ0orQ0in the preceding instances) to die away1 ϵth part—that is to 0 .3678—of its original value. The values of ϵxand ϵ−xare continually required in different branches of physics, and as they are given in very few sets of mathemat- ical tables, some of the values are tabulated on p. 157 for convenience. As an example of the use of this table, suppose there is a hot body cooling, and that at the beginning of the experiment ( i.e.when t= 0) it is 72◦hotter than the surrounding objects, and if the time-constant of its cooling is 20 minutes (that is, if it takes 20 minutes for its excess of temperature to fall to1 ϵpart of 72◦), then we can calculate to what it will have fallen in any given time t. For instance, let tbe 60 minutes. Thent T= 60÷20 = 3, and we shall have to find the value of ϵ−3, and then multiply the original 72◦by this. The table shows that ϵ−3 is 0.0498. So that at the end of 60 minutes",161-180,29.54
t-g03,test,GROUNDED,UNRESOLVED,chain rule,How do I differentiate a function inside another function?,How do I differentiate a function inside another function?,0.7225668430328369,0.7136118412017822,0.6995413899421692,0.008955001831054688,0.6,"EASY 140 Now we might have gone to work the other way, and said: Go to; let us find a function of x, such that its differential coefficient is the same as itself. Or, is there any expression, involving only powers of x, which is unchanged by differentiation? Accordingly; let us assume as a general expression that y=A+Bx+Cx2+Dx3+Ex4+ etc ., (in which the coefficients A,B,C, etc. will have to be determined), and differentiate it. dy dx=B+ 2Cx+ 3Dx2+ 4Ex3+ etc . Now, if this new expression is really to be the same as that from which it was derived, it is clear that Amust =B; that C=B 2=A 1·2; thatD=C 3=A 1·2·3; that E=D 4=A 1·2·3·4, etc. The law of change is therefore that y=A 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . . If, now, we take A= 1 for the sake of further simplicity, we have y= 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . Differentiating it any number of times will give always the same series over again. If, now, we take the particular case of A= 1, and evaluate the THE LAW OF ORGANIC GROWTH 141 series, we shall get simply when x= 1, y = 2.718281 etc.; that is, y=ϵ; when x= 2, y = (2.718281 etc.)2; that is, y=ϵ2; when x= 3, y = (2.718281 etc.)3; that is, y=ϵ3; and therefore when x=x, y = (2.718281 etc .)x; that is, y=ϵx, thus finally demonstrating that ϵx= 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . [Note .—How to read exponentials . For the benefit of those who have no tutor at hand it may be of use to state that ϵxis read as “epsilon to the eksth power ;” or some people read it “ exponential eks .” Soϵptis read “ epsilon to the pee-teeth-power ” or “ exponential pee tee .” Take some similar expressions:—Thus, ϵ−2is read “ epsilon to the minus two power ” or “ exponential minus two .”ϵ−axis read “ epsilon to the minus ay-eksth ” or “ exponential minus ay-eks .”] Of course it follows that ϵyremains unchanged if differentiated with respect to y. Also ϵax, which is equal to ( ϵa)x, will, when differentiated with respect to x, beaϵax, because ais a constant. Natural or Naperian Logarithms. Another reason why ϵis important is because it was made by Napier, the inventor of logarithms, the basis of his system. If",141-160,29.89
t-g04,test,GROUNDED,UNRESOLVED,exponentials,What is the derivative of an exponential function?,What is the derivative of an exponential function?,0.6728048920631409,0.6723041534423828,0.6611565351486206,0.0005007386207580566,0.6666666666666666,"EASY 140 Now we might have gone to work the other way, and said: Go to; let us find a function of x, such that its differential coefficient is the same as itself. Or, is there any expression, involving only powers of x, which is unchanged by differentiation? Accordingly; let us assume as a general expression that y=A+Bx+Cx2+Dx3+Ex4+ etc ., (in which the coefficients A,B,C, etc. will have to be determined), and differentiate it. dy dx=B+ 2Cx+ 3Dx2+ 4Ex3+ etc . Now, if this new expression is really to be the same as that from which it was derived, it is clear that Amust =B; that C=B 2=A 1·2; thatD=C 3=A 1·2·3; that E=D 4=A 1·2·3·4, etc. The law of change is therefore that y=A 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . . If, now, we take A= 1 for the sake of further simplicity, we have y= 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . Differentiating it any number of times will give always the same series over again. If, now, we take the particular case of A= 1, and evaluate the THE LAW OF ORGANIC GROWTH 141 series, we shall get simply when x= 1, y = 2.718281 etc.; that is, y=ϵ; when x= 2, y = (2.718281 etc.)2; that is, y=ϵ2; when x= 3, y = (2.718281 etc.)3; that is, y=ϵ3; and therefore when x=x, y = (2.718281 etc .)x; that is, y=ϵx, thus finally demonstrating that ϵx= 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . [Note .—How to read exponentials . For the benefit of those who have no tutor at hand it may be of use to state that ϵxis read as “epsilon to the eksth power ;” or some people read it “ exponential eks .” Soϵptis read “ epsilon to the pee-teeth-power ” or “ exponential pee tee .” Take some similar expressions:—Thus, ϵ−2is read “ epsilon to the minus two power ” or “ exponential minus two .”ϵ−axis read “ epsilon to the minus ay-eksth ” or “ exponential minus ay-eks .”] Of course it follows that ϵyremains unchanged if differentiated with respect to y. Also ϵax, which is equal to ( ϵa)x, will, when differentiated with respect to x, beaϵax, because ais a constant. Natural or Naperian Logarithms. Another reason why ϵis important is because it was made by Napier, the inventor of logarithms, the basis of his system. If",141-160,31.34
t-g05,test,GROUNDED,UNRESOLVED,logarithms,How are logarithms differentiated?,How are logarithms differentiated?,0.7047807574272156,0.6809786558151245,0.6758503913879395,0.023802101612091064,1.0,"with respect to y. Also ϵax, which is equal to ( ϵa)x, will, when differentiated with respect to x, beaϵax, because ais a constant. Natural or Naperian Logarithms. Another reason why ϵis important is because it was made by Napier, the inventor of logarithms, the basis of his system. If yis the value of CALCULUS MADE EASY 142 ϵx, then xis the logarithm , to the base ϵ, ofy. Or, if y=ϵx, then x= logϵy. The two curves plotted in Figs. 38 and 39 represent these equations. The points calculated are: ForFig. 38  x 0 0.5 1 1.5 2 y 1 1.65 2.71 4.50 7.39 ForFig. 39  y 1 2 3 4 8 x 0 0.69 1.10 1.39 2.08 0.5 1 1 .5 212345678 y=ǫx O xy Fig. 39. 1 212345678 x= logǫy O xy Fig. 38. It will be seen that, though the calculations yield different points for plotting, yet the result is identical. The two equations really mean the same thing. THE LAW OF ORGANIC GROWTH 143 As many persons who use ordinary logarithms, which are calcu- lated to base 10 instead of base ϵ, are unfamiliar with the “natural” logarithms, it may be worth while to say a word about them. The or- dinary rule that adding logarithms gives the logarithm of the product still holds good; or logϵa+ logϵb= logϵab. Also the rule of powers holds good; n×logϵa= logϵan. But as 10 is no longer the basis, one cannot multiply by 100 or 1000 by merely adding 2 or 3 to the index. One can change the natural logarithm to the ordinary logarithm simply by multiplying it by 0 .4343; or log10x= 0.4343×logϵx, and conversely, logϵx= 2.3026×log10x. Exponential and Logarithmic Equations. Now let us try our hands at differentiating certain expressions that contain logarithms or exponentials. Take the equation: y= logϵx. First transform this into ϵy=x, whence, since the differential of ϵywith regard to yis the original function unchanged (see p. 139), dx dy=ϵy, CALCULUS MADE EASY 144 A Useful Table of “Naperian Logarithms” (Also called Natural Logarithms or Hyperbolic Logarithms) Number logϵ Number logϵ 1 0.0000 6 1.7918 1.1 0.0953 7 1.9459 1.2 0.1823 8 2.0794 1.5 0.4055 9 2.1972 1.7 0.5306 10 2.3026 2.0 0.6931 20 2.9957 2.2 0.7885 50 3.9120 2.5 0.9163 100 4.6052 2.7 0.9933 200 5.2983 2.8 1.0296 500 6.2146 3.0 1.0986 1 ,000 6.9078 3.5 1.2528 2 ,000",141-160,29.8
t-g06,test,GROUNDED,UNRESOLVED,integration,How can I recover a function when I know its derivative?,How can I recover a function when I know its derivative?,0.7031741142272949,0.6918962001800537,0.6874234080314636,0.011277914047241211,0.42857142857142855,"EASY 140 Now we might have gone to work the other way, and said: Go to; let us find a function of x, such that its differential coefficient is the same as itself. Or, is there any expression, involving only powers of x, which is unchanged by differentiation? Accordingly; let us assume as a general expression that y=A+Bx+Cx2+Dx3+Ex4+ etc ., (in which the coefficients A,B,C, etc. will have to be determined), and differentiate it. dy dx=B+ 2Cx+ 3Dx2+ 4Ex3+ etc . Now, if this new expression is really to be the same as that from which it was derived, it is clear that Amust =B; that C=B 2=A 1·2; thatD=C 3=A 1·2·3; that E=D 4=A 1·2·3·4, etc. The law of change is therefore that y=A 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . . If, now, we take A= 1 for the sake of further simplicity, we have y= 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . Differentiating it any number of times will give always the same series over again. If, now, we take the particular case of A= 1, and evaluate the THE LAW OF ORGANIC GROWTH 141 series, we shall get simply when x= 1, y = 2.718281 etc.; that is, y=ϵ; when x= 2, y = (2.718281 etc.)2; that is, y=ϵ2; when x= 3, y = (2.718281 etc.)3; that is, y=ϵ3; and therefore when x=x, y = (2.718281 etc .)x; that is, y=ϵx, thus finally demonstrating that ϵx= 1 +x 1+x2 1·2+x3 1·2·3+x4 1·2·3·4+ etc . [Note .—How to read exponentials . For the benefit of those who have no tutor at hand it may be of use to state that ϵxis read as “epsilon to the eksth power ;” or some people read it “ exponential eks .” Soϵptis read “ epsilon to the pee-teeth-power ” or “ exponential pee tee .” Take some similar expressions:—Thus, ϵ−2is read “ epsilon to the minus two power ” or “ exponential minus two .”ϵ−axis read “ epsilon to the minus ay-eksth ” or “ exponential minus ay-eks .”] Of course it follows that ϵyremains unchanged if differentiated with respect to y. Also ϵax, which is equal to ( ϵa)x, will, when differentiated with respect to x, beaϵax, because ais a constant. Natural or Naperian Logarithms. Another reason why ϵis important is because it was made by Napier, the inventor of logarithms, the basis of his system. If",141-160,28.64
